cluster_id,seller_count,total_orders_sum,gross_merchandise_value_sum,gross_merchandise_value_mean,avg_review_score_mean,late_rate_pct_mean,low_review_rate_pct_mean,freight_to_gmv_pct_mean,exploratory_segment_name
0,253,2851.0,468258.61,1850.8245454545454,3.2842175508492644,18.20896558894213,36.77442375193718,24.864157005870005,Problem Sellers
1,367,71527.0,8554901.2,23310.35749318801,4.053355022040352,8.357055474201035,15.736943305968868,24.42098165861438,High-Value Core Sellers
2,608,6187.0,566363.87,931.5195230263158,4.42446281131955,4.789368284520132,6.894153691504359,29.072046583797995,Healthy Emerging Sellers
3,568,17086.0,3434362.66,6046.413133802817,4.186477169558781,7.0410179271966635,12.458724773552975,18.197741844219518,Growth Sellers
